TRN#_(INTERNAL);PER_FLU_RECIBO;PER_FLU_PAGO;FINALIDAD;DELIVERY/SETTLEMENT SWAPS;HEDGE LINK;SOSTENIBILIDAD;GAMMA;VEGA;DELTA
47935504;;;NE;C;;;0.8775;1.0149;83.3739
47935505;;;NE;C;;;0.8774;1.1001;82.5889
47935506;;;NE;C;;;0.8776;1.0658;82.8985
47935507;;;NE;C;;;0.8770;1.1347;82.2850
47935508;;;NE;C;;;0.8758;0.9318;84.1971
47935509;;;NE;C;;;0.8773;1.1173;82.4362
47935510;;;NE;C;;;0.8763;0.9483;84.0293
47935631;;;NE;C;;;0.6967;1.0149;88.1668
47935632;;;NE;C;;;0.6956;1.1001;87.6871
47935633;;;NE;C;;;0.6959;1.0829;87.7808
47935634;;;NE;C;;;0.6952;1.1173;87.5945
47935635;;;NE;C;;;0.6940;1.1696;87.3233
47935636;;;NE;C;;;0.6929;1.2048;87.1478
47935637;;;NE;C;;;0.6924;1.2225;87.0615
47935638;;;NE;C;;;0.6918;1.2402;86.9762
47935639;;;NE;C;;;0.6944;1.1521;87.4126
47935640;;;NE;C;;;0.6935;1.1871;87.2350
47935641;;;NE;C;;;0.6884;1.3302;86.5710
47935642;;;NE;C;;;0.6905;1.2760;86.8086
47935643;;;NE;C;;;0.6914;0.7719;89.7964
47935644;;;NE;C;;;0.6904;0.7564;89.9163
47935645;;;NE;C;;;0.6938;0.8189;89.4456
47935646;;;NE;C;;;0.6931;0.8032;89.5611
47935647;;;NE;C;;;0.6923;0.7875;89.6780
47935648;;;NE;C;;;0.6964;0.9154;88.7825
47935649;;;NE;C;;;0.6968;0.9648;88.4690
47935650;;;NE;C;;;0.6968;0.9814;88.3671
47935651;;;NE;C;;;0.6954;0.8668;89.1078
47935652;;;NE;C;;;0.6950;0.8508;89.2189
47935653;;;NE;C;;;0.6968;0.9981;88.2663
47935654;;;NE;C;;;0.6966;0.9318;88.6766
47935655;;;NE;C;;;0.6966;1.0318;88.0686
47935656;;;NE;C;;;0.8702;1.3666;80.4549
47935657;;;NE;C;;;0.8715;1.3302;80.7152
47935658;;;NE;C;;;0.8696;1.3850;80.3262
47935659;;;NE;C;;;0.6786;0.6359;90.9334
47935660;;;NE;C;;;0.6805;0.6506;90.8005
47935661;;;NE;C;;;0.6854;0.6954;90.4118
47935662;;;NE;C;;;0.6839;0.6803;90.5397
47935663;;;NE;C;;;0.8689;1.4034;80.1986
47935664;;;NE;C;;;0.6695;0.5780;91.4825
47935665;;;NE;C;;;0.6720;0.5923;91.3426
47935666;;;NE;C;;;0.6743;0.6067;91.2044
47935667;;;NE;C;;;0.6890;0.7366;90.0729
47935668;;;NE;C;;;0.6823;0.6654;90.6693
47935669;;;NE;C;;;0.8773;0.9981;83.5354
47935670;;;NE;C;;;0.8775;1.0149;83.3739
47935671;;;NE;C;;;0.8770;0.9814;83.6985
47935672;;;NE;C;;;0.8770;1.1347;82.2850
47935673;;;NE;C;;;0.8777;1.0488;83.0555
47935674;;;NE;C;;;0.8764;1.1696;81.9866
47935675;;;NE;C;;;0.8760;1.1871;81.8395
47935676;;;NE;C;;;0.8767;1.1521;82.1351
47935677;;;NE;C;;;0.8734;1.2760;81.1236
47935678;;;NE;C;;;0.8755;1.2048;81.6938
47935679;;;NE;C;;;0.8721;1.3121;80.8469
47935680;;;NE;C;;;0.8709;1.3484;80.5845
47935681;;;NE;C;;;0.8727;1.2940;80.9843
47935682;;;NE;C;;;0.8776;1.0318;83.2139
47935683;;;NE;C;;;0.8637;0.7564;86.1553
47935684;;;NE;C;;;0.8774;1.1001;82.5889
47935685;;;NE;C;;;0.8622;0.7366;86.3800
47935686;;;NE;C;;;0.8654;0.7719;85.9684
47935687;;;NE;C;;;0.8669;0.7875;85.7834
47935688;;;NE;C;;;0.8773;1.1173;82.4362
47935689;;;NE;C;;;0.8745;1.2402;81.4061
47935690;;;NE;C;;;0.8758;0.9318;84.1971
47935691;;;NE;C;;;0.8751;1.2225;81.5493
47935692;;;NE;C;;;0.8763;0.9483;84.0293
47935693;;;NE;C;;;0.8740;1.2581;81.2642
47935694;;;NE;C;;;0.8767;0.9648;83.8631
47935695;;;NE;C;;;0.8579;0.7105;86.7273
47935696;;;NE;C;;;0.8532;0.6803;87.1181
47935697;;;NE;C;;;0.8683;0.8032;85.6001
47935698;;;NE;C;;;0.8696;0.8189;85.4187
47935699;;;NE;C;;;0.8600;0.7257;86.5347
47935700;;;NE;C;;;0.8719;0.8508;85.0611
47935701;;;NE;C;;;0.8729;0.8668;84.8849
47935702;;;NE;C;;;0.8708;0.8348;85.2390
47935703;;;NE;C;;;0.8745;0.8991;84.5377
47935704;;;NE;C;;;0.8752;0.9154;84.3666
47935705;;;NE;C;;;0.8737;0.8829;84.7105
47935706;;;NE;C;;;0.8776;1.0658;82.8985
47935707;;;NE;C;;;0.8776;1.0829;82.7430
47935708;;;NE;C;;;0.6905;1.2760;86.8086
47935709;;;NE;C;;;0.6912;1.2581;86.8919
47935710;;;NE;C;;;0.6891;1.3121;86.6456
47935711;;;NE;C;;;0.6884;1.3302;86.5710
47935712;;;NE;C;;;0.6898;1.2940;86.7263
47935713;;;NE;C;;;0.6877;1.3484;86.4970
47935714;;;NE;C;;;0.8450;0.6359;87.7191
47935715;;;NE;C;;;0.6855;1.4034;86.2799
47935716;;;NE;C;;;0.6862;1.3850;86.3515
47935717;;;NE;C;;;0.8479;0.6506;87.5168
47935718;;;NE;C;;;0.8507;0.6654;87.3165
47935719;;;NE;C;;;0.8419;0.6212;87.9234
47935720;;;NE;C;;;0.8556;0.6954;86.9217
47935721;;;NE;C;;;0.6870;1.3666;86.4239
47935722;;;NE;C;;;0.6967;1.0149;88.1668
47935723;;;NE;C;;;0.6968;0.9981;88.2663
47935724;;;NE;C;;;0.8313;0.5780;88.5485
47935725;;;NE;C;;;0.8273;0.5638;88.7610
47935726;;;NE;C;;;0.8350;0.5923;88.3381
47935727;;;NE;C;;;0.6964;1.0488;87.9715
47935728;;;NE;C;;;0.6966;1.0318;88.0686
47935729;;;NE;C;;;0.8385;0.6067;88.1298
47935730;;;NE;C;;;0.6962;1.0658;87.8756
47935731;;;NE;C;;;0.6956;1.1001;87.6871
47935732;;;NE;C;;;0.6918;1.2402;86.9762
47935733;;;NE;C;;;0.6914;0.7719;89.7964
47935734;;;NE;C;;;0.6959;1.0829;87.7808
47935735;;;NE;C;;;0.6968;0.9814;88.3671
47935736;;;NE;C;;;0.6931;0.8032;89.5611
47935737;;;NE;C;;;0.6968;0.9648;88.4690
47935738;;;NE;C;;;0.6949;1.1347;87.5031
47935739;;;NE;C;;;0.6952;1.1173;87.5945
47935740;;;NE;C;;;0.6940;1.1696;87.3233
47935741;;;NE;C;;;0.6935;1.1871;87.2350
47935742;;;NE;C;;;0.6944;1.1521;87.4126
47935743;;;NE;C;;;0.6924;1.2225;87.0615
47935744;;;NE;C;;;0.6929;1.2048;87.1478
47935745;;;NE;C;;;0.6944;0.8348;89.3316
47935746;;;NE;C;;;0.6938;0.8189;89.4456
47935747;;;NE;C;;;0.6805;0.6506;90.8005
47935748;;;NE;C;;;0.6868;0.7105;90.2856
47935749;;;NE;C;;;0.6890;0.7366;90.0729
47935750;;;NE;C;;;0.6881;0.7257;90.1609
47935751;;;NE;C;;;0.6950;0.8508;89.2189
47935752;;;NE;C;;;0.6954;0.8668;89.1078
47935753;;;NE;C;;;0.6962;0.8991;88.8896
47935754;;;NE;C;;;0.6958;0.8829;88.9980
47935755;;;NE;C;;;0.6904;0.7564;89.9163
47935756;;;NE;C;;;0.6964;0.9154;88.7825
47935757;;;NE;C;;;0.6966;0.9318;88.6766
47935758;;;NE;C;;;0.6967;0.9483;88.5722
47935759;;;NE;C;;;0.6923;0.7875;89.6780
47935760;;;NE;C;;;0.8721;1.3121;80.8469
47935761;;;NE;C;;;0.8715;1.3302;80.7152
47935762;;;NE;C;;;0.8709;1.3484;80.5845
47935763;;;NE;C;;;0.6668;0.5638;91.6243
47935764;;;NE;C;;;0.8696;1.3850;80.3262
47935765;;;NE;C;;;0.6720;0.5923;91.3426
47935766;;;NE;C;;;0.6823;0.6654;90.6693
47935767;;;NE;C;;;0.6743;0.6067;91.2044
47935768;;;NE;C;;;0.6695;0.5780;91.4825
47935769;;;NE;C;;;0.6765;0.6212;91.0681
47935770;;;NE;C;;;0.6839;0.6803;90.5397
47935771;;;NE;C;;;0.6854;0.6954;90.4118
47935772;;;NE;C;;;0.6786;0.6359;90.9334
47935773;;;NE;C;;;0.8767;0.9648;83.8631
47935774;;;NE;C;;;0.8775;1.0149;83.3739
47935775;;;NE;C;;;0.8776;1.0318;83.2139
47935776;;;NE;C;;;0.8777;1.0488;83.0555
47935777;;;NE;C;;;0.8760;1.1871;81.8395
47935778;;;NE;C;;;0.8764;1.1696;81.9866
47935779;;;NE;C;;;0.8773;1.1173;82.4362
47935780;;;NE;C;;;0.8755;1.2048;81.6938
47935781;;;NE;C;;;0.8767;1.1521;82.1351
47935782;;;NE;C;;;0.8751;1.2225;81.5493
47935783;;;NE;C;;;0.8702;1.3666;80.4549
47935784;;;NE;C;;;0.8734;1.2760;81.1236
47935785;;;NE;C;;;0.8745;1.2402;81.4061
47935786;;;NE;C;;;0.8637;0.7564;86.1553
47935787;;;NE;C;;;0.8654;0.7719;85.9684
47935788;;;NE;C;;;0.8669;0.7875;85.7834
47935789;;;NE;C;;;0.8696;0.8189;85.4187
47935790;;;NE;C;;;0.8683;0.8032;85.6001
47935791;;;NE;C;;;0.8719;0.8508;85.0611
47935792;;;NE;C;;;0.8729;0.8668;84.8849
47935793;;;NE;C;;;0.8752;0.9154;84.3666
47935794;;;NE;C;;;0.8758;0.9318;84.1971
47935795;;;NE;C;;;0.8776;1.0829;82.7430
47935796;;;NE;C;;;0.8774;1.1001;82.5889
47935797;;;NE;C;;;0.8770;0.9814;83.6985
47935798;;;NE;C;;;0.8773;0.9981;83.5354
47935799;;;NE;C;;;0.6870;1.3666;86.4239
47935800;;;NE;C;;;0.6862;1.3850;86.3515
47935801;;;NE;C;;;0.6877;1.3484;86.4970
47935802;;;NE;C;;;0.8313;0.5780;88.5485
47935803;;;NE;C;;;0.6884;1.3302;86.5710
47935804;;;NE;C;;;0.8385;0.6067;88.1298
47935805;;;NE;C;;;0.8350;0.5923;88.3381
47935806;;;NE;C;;;0.8556;0.6954;86.9217
47935807;;;NE;C;;;0.8479;0.6506;87.5168
47935808;;;NE;C;;;0.8450;0.6359;87.7191
47935809;;;NE;C;;;0.8532;0.6803;87.1181
47935810;;;NE;C;;;0.8507;0.6654;87.3165
47935811;;;NE;C;;;0.8622;0.7366;86.3800
47935812;;;NE;C;;;0.6966;1.0318;88.0686
47935813;;;NE;C;;;0.6964;1.0488;87.9715
47935814;;;NE;C;;;0.6959;1.0829;87.7808
47935815;;;NE;C;;;0.6952;1.1173;87.5945
47935816;;;NE;C;;;0.6956;1.1001;87.6871
47935817;;;NE;C;;;0.6944;1.1521;87.4126
47935818;;;NE;C;;;0.6905;1.2760;86.8086
47935819;;;NE;C;;;0.6935;1.1871;87.2350
47935820;;;NE;C;;;0.6918;1.2402;86.9762
47935821;;;NE;C;;;0.6940;1.1696;87.3233
47935822;;;NE;C;;;0.6924;1.2225;87.0615
47935823;;;NE;C;;;0.6929;1.2048;87.1478
47935824;;;NE;C;;;0.6891;1.3121;86.6456
47935825;;;NE;C;;;0.6890;0.7366;90.0729
47935826;;;NE;C;;;0.6904;0.7564;89.9163
47935827;;;NE;C;;;0.6914;0.7719;89.7964
47935828;;;NE;C;;;0.6931;0.8032;89.5611
47935829;;;NE;C;;;0.6923;0.7875;89.6780
47935830;;;NE;C;;;0.6954;0.8668;89.1078
47935831;;;NE;C;;;0.6950;0.8508;89.2189
47935832;;;NE;C;;;0.6964;0.9154;88.7825
47935833;;;NE;C;;;0.6966;0.9318;88.6766
47935834;;;NE;C;;;0.6968;0.9648;88.4690
47935835;;;NE;C;;;0.6968;0.9981;88.2663
47935836;;;NE;C;;;0.6967;1.0149;88.1668
47935837;;;NE;C;;;0.6968;0.9814;88.3671
47935838;;;NE;C;;;0.8715;1.3302;80.7152
47935839;;;NE;C;;;0.6743;0.6067;91.2044
47935840;;;NE;C;;;0.8727;1.2940;80.9843
47935841;;;NE;C;;;0.8702;1.3666;80.4549
47935842;;;NE;C;;;0.8709;1.3484;80.5845
47935843;;;NE;C;;;0.8689;1.4034;80.1986
47935844;;;NE;C;;;0.8696;1.3850;80.3262
47935845;;;NE;C;;;0.6823;0.6654;90.6693
47935846;;;NE;C;;;0.6786;0.6359;90.9334
47935847;;;NE;C;;;0.6805;0.6506;90.8005
47935848;;;NE;C;;;0.6938;0.8189;89.4456
47935849;;;NE;C;;;0.6854;0.6954;90.4118
47935850;;;NE;C;;;0.6839;0.6803;90.5397
47935851;;;NE;C;;;0.8770;1.1347;82.2850
47935852;;;NE;C;;;0.8755;1.2048;81.6938
47935853;;;NE;C;;;0.8773;1.1173;82.4362
47935854;;;NE;C;;;0.8767;1.1521;82.1351
47935855;;;NE;C;;;0.8745;1.2402;81.4061
47935856;;;NE;C;;;0.8751;1.2225;81.5493
47935857;;;NE;C;;;0.6695;0.5780;91.4825
47935858;;;NE;C;;;0.6720;0.5923;91.3426
47935859;;;NE;C;;;0.8760;1.1871;81.8395
47935860;;;NE;C;;;0.8740;1.2581;81.2642
47935861;;;NE;C;;;0.8764;1.1696;81.9866
47935862;;;NE;C;;;0.8734;1.2760;81.1236
47935863;;;NE;C;;;0.8737;0.8829;84.7105
47935864;;;NE;C;;;0.8721;1.3121;80.8469
47935865;;;NE;C;;;0.8745;0.8991;84.5377
47935866;;;NE;C;;;0.8763;0.9483;84.0293
47935867;;;NE;C;;;0.8758;0.9318;84.1971
47935868;;;NE;C;;;0.8752;0.9154;84.3666
47935869;;;NE;C;;;0.8770;0.9814;83.6985
47935870;;;NE;C;;;0.8773;0.9981;83.5354
47935871;;;NE;C;;;0.8776;1.0318;83.2139
47935872;;;NE;C;;;0.8777;1.0488;83.0555
47935873;;;NE;C;;;0.8775;1.0149;83.3739
47935874;;;NE;C;;;0.8776;1.0829;82.7430
47935875;;;NE;C;;;0.8776;1.0658;82.8985
47935876;;;NE;C;;;0.8774;1.1001;82.5889
47935877;;;NE;C;;;0.8507;0.6654;87.3165
47935878;;;NE;C;;;0.8637;0.7564;86.1553
47935879;;;NE;C;;;0.8579;0.7105;86.7273
47935880;;;NE;C;;;0.8708;0.8348;85.2390
47935881;;;NE;C;;;0.8719;0.8508;85.0611
47935882;;;NE;C;;;0.8696;0.8189;85.4187
47935883;;;NE;C;;;0.8600;0.7257;86.5347
47935884;;;NE;C;;;0.8622;0.7366;86.3800
47935885;;;NE;C;;;0.8669;0.7875;85.7834
47935886;;;NE;C;;;0.8729;0.8668;84.8849
47935887;;;NE;C;;;0.8654;0.7719;85.9684
47935888;;;NE;C;;;0.8683;0.8032;85.6001
47935889;;;NE;C;;;0.8767;0.9648;83.8631
47935890;;;NE;C;;;0.8385;0.6067;88.1298
47935891;;;NE;C;;;0.8350;0.5923;88.3381
47935892;;;NE;C;;;0.6898;1.2940;86.7263
47935893;;;NE;C;;;0.8419;0.6212;87.9234
47935894;;;NE;C;;;0.6870;1.3666;86.4239
47935895;;;NE;C;;;0.6855;1.4034;86.2799
47935896;;;NE;C;;;0.8273;0.5638;88.7610
47935897;;;NE;C;;;0.6862;1.3850;86.3515
47935898;;;NE;C;;;0.8313;0.5780;88.5485
47935899;;;NE;C;;;0.8479;0.6506;87.5168
47935900;;;NE;C;;;0.8450;0.6359;87.7191
47935901;;;NE;C;;;0.8532;0.6803;87.1181
47935902;;;NE;C;;;0.8556;0.6954;86.9217
47935903;;;NE;C;;;0.6966;1.0318;88.0686
47935904;;;NE;C;;;0.6884;1.3302;86.5710
47935905;;;NE;C;;;0.6891;1.3121;86.6456
47935906;;;NE;C;;;0.6877;1.3484;86.4970
47935907;;;NE;C;;;0.6964;1.0488;87.9715
47935908;;;NE;C;;;0.6959;1.0829;87.7808
47935909;;;NE;C;;;0.6956;1.1001;87.6871
47935910;;;NE;C;;;0.6944;1.1521;87.4126
47935911;;;NE;C;;;0.6935;1.1871;87.2350
47935912;;;NE;C;;;0.6924;1.2225;87.0615
47935913;;;NE;C;;;0.6918;1.2402;86.9762
47935914;;;NE;C;;;0.6940;1.1696;87.3233
47935915;;;NE;C;;;0.6958;0.8829;88.9980
47935916;;;NE;C;;;0.6912;1.2581;86.8919
47935917;;;NE;C;;;0.6964;0.9154;88.7825
47935918;;;NE;C;;;0.6966;0.9318;88.6766
47935919;;;NE;C;;;0.6967;0.9483;88.5722
47935920;;;NE;C;;;0.6968;0.9648;88.4690
47935921;;;NE;C;;;0.6968;0.9814;88.3671
47935922;;;NE;C;;;0.6962;1.0658;87.8756
47935923;;;NE;C;;;0.6952;1.1173;87.5945
47935924;;;NE;C;;;0.6968;0.9981;88.2663
47935925;;;NE;C;;;0.6949;1.1347;87.5031
47935926;;;NE;C;;;0.6929;1.2048;87.1478
47935927;;;NE;C;;;0.6905;1.2760;86.8086
47935928;;;NE;C;;;0.6967;1.0149;88.1668
47935929;;;NE;C;;;0.6839;0.6803;90.5397
47935930;;;NE;C;;;0.6881;0.7257;90.1609
47935931;;;NE;C;;;0.6890;0.7366;90.0729
47935932;;;NE;C;;;0.6868;0.7105;90.2856
47935933;;;NE;C;;;0.6904;0.7564;89.9163
47935934;;;NE;C;;;0.6923;0.7875;89.6780
47935935;;;NE;C;;;0.6914;0.7719;89.7964
47935936;;;NE;C;;;0.6938;0.8189;89.4456
47935937;;;NE;C;;;0.6931;0.8032;89.5611
47935938;;;NE;C;;;0.6944;0.8348;89.3316
47935939;;;NE;C;;;0.6962;0.8991;88.8896
47935940;;;NE;C;;;0.6950;0.8508;89.2189
47935941;;;NE;C;;;0.6954;0.8668;89.1078
47935942;;;NE;C;;;0.8709;1.3484;80.5845
47935943;;;NE;C;;;0.8702;1.3666;80.4549
47935944;;;NE;C;;;0.8715;1.3302;80.7152
47935945;;;NE;C;;;0.8696;1.3850;80.3262
47935946;;;NE;C;;;0.6668;0.5638;91.6243
47935947;;;NE;C;;;0.6695;0.5780;91.4825
47935948;;;NE;C;;;0.6720;0.5923;91.3426
47935949;;;NE;C;;;0.6805;0.6506;90.8005
47935950;;;NE;C;;;0.6786;0.6359;90.9334
47935951;;;NE;C;;;0.6743;0.6067;91.2044
47935952;;;NE;C;;;0.6765;0.6212;91.0681
47935953;;;NE;C;;;0.6823;0.6654;90.6693
47935954;;;NE;C;;;0.6854;0.6954;90.4118
47935955;;;NE;C;;;0.8773;0.9981;83.5354
47935956;;;NE;C;;;0.8777;1.0488;83.0555
47935957;;;NE;C;;;0.8774;1.1001;82.5889
47935958;;;NE;C;;;0.8776;1.0829;82.7430
47935959;;;NE;C;;;0.8773;1.1173;82.4362
47935960;;;NE;C;;;0.8767;1.1521;82.1351
47935961;;;NE;C;;;0.8760;1.1871;81.8395
47935962;;;NE;C;;;0.8755;1.2048;81.6938
47935963;;;NE;C;;;0.8764;1.1696;81.9866
47935964;;;NE;C;;;0.8745;1.2402;81.4061
47935965;;;NE;C;;;0.8751;1.2225;81.5493
47935966;;;NE;C;;;0.8734;1.2760;81.1236
47935967;;;NE;C;;;0.8721;1.3121;80.8469
47935968;;;NE;C;;;0.8450;0.6359;87.7191
47935969;;;NE;C;;;0.8669;0.7875;85.7834
47935970;;;NE;C;;;0.8683;0.8032;85.6001
47935971;;;NE;C;;;0.8532;0.6803;87.1181
47935972;;;NE;C;;;0.8696;0.8189;85.4187
47935973;;;NE;C;;;0.8752;0.9154;84.3666
47935974;;;NE;C;;;0.8719;0.8508;85.0611
47935975;;;NE;C;;;0.8758;0.9318;84.1971
47935976;;;NE;C;;;0.8729;0.8668;84.8849
47935977;;;NE;C;;;0.8770;0.9814;83.6985
47935978;;;NE;C;;;0.8767;0.9648;83.8631
47935979;;;NE;C;;;0.8775;1.0149;83.3739
47935980;;;NE;C;;;0.8776;1.0318;83.2139
47935981;;;NE;C;;;0.6870;1.3666;86.4239
47935982;;;NE;C;;;0.6891;1.3121;86.6456
47935983;;;NE;C;;;0.6877;1.3484;86.4970
47935984;;;NE;C;;;0.6862;1.3850;86.3515
47935985;;;NE;C;;;0.8556;0.6954;86.9217
47935986;;;NE;C;;;0.8313;0.5780;88.5485
47935987;;;NE;C;;;0.8622;0.7366;86.3800
47935988;;;NE;C;;;0.8637;0.7564;86.1553
47935989;;;NE;C;;;0.8350;0.5923;88.3381
47935990;;;NE;C;;;0.8385;0.6067;88.1298
47935991;;;NE;C;;;0.8654;0.7719;85.9684
47935992;;;NE;C;;;0.8479;0.6506;87.5168
47935993;;;NE;C;;;0.8507;0.6654;87.3165
47935994;;;NE;C;;;0.6924;1.2225;87.0615
47935995;;;NE;C;;;0.6929;1.2048;87.1478
47935996;;;NE;C;;;0.6968;0.9814;88.3671
47935997;;;NE;C;;;0.6967;1.0149;88.1668
47935998;;;NE;C;;;0.6966;1.0318;88.0686
47935999;;;NE;C;;;0.6918;1.2402;86.9762
47936000;;;NE;C;;;0.6959;1.0829;87.7808
47936001;;;NE;C;;;0.6952;1.1173;87.5945
47936002;;;NE;C;;;0.6956;1.1001;87.6871
47936003;;;NE;C;;;0.6944;1.1521;87.4126
47936004;;;NE;C;;;0.6940;1.1696;87.3233
47936005;;;NE;C;;;0.6905;1.2760;86.8086
47936006;;;NE;C;;;0.6884;1.3302;86.5710
47936007;;;NE;C;;;0.6890;0.7366;90.0729
47936008;;;NE;C;;;0.6904;0.7564;89.9163
47936009;;;NE;C;;;0.6914;0.7719;89.7964
47936010;;;NE;C;;;0.6938;0.8189;89.4456
47936011;;;NE;C;;;0.6931;0.8032;89.5611
47936012;;;NE;C;;;0.6923;0.7875;89.6780
47936013;;;NE;C;;;0.6950;0.8508;89.2189
47936014;;;NE;C;;;0.6966;0.9318;88.6766
47936015;;;NE;C;;;0.6964;0.9154;88.7825
47936016;;;NE;C;;;0.6968;0.9981;88.2663
47936017;;;NE;C;;;0.6968;0.9648;88.4690
47936018;;;NE;C;;;0.6935;1.1871;87.2350
47936019;;;NE;C;;;0.6964;1.0488;87.9715
47936020;;;NE;C;;;0.6805;0.6506;90.8005
47936021;;;NE;C;;;0.8734;1.2760;81.1236
47936022;;;NE;C;;;0.6854;0.6954;90.4118
47936023;;;NE;C;;;0.8715;1.3302;80.7152
47936024;;;NE;C;;;0.8702;1.3666;80.4549
47936025;;;NE;C;;;0.8696;1.3850;80.3262
47936026;;;NE;C;;;0.8709;1.3484;80.5845
47936027;;;NE;C;;;0.8689;1.4034;80.1986
47936028;;;NE;C;;;0.6695;0.5780;91.4825
47936029;;;NE;C;;;0.6720;0.5923;91.3426
47936030;;;NE;C;;;0.6954;0.8668;89.1078
47936031;;;NE;C;;;0.6743;0.6067;91.2044
47936032;;;NE;C;;;0.6786;0.6359;90.9334
47936033;;;NE;C;;;0.8776;1.0829;82.7430
47936034;;;NE;C;;;0.8767;1.1521;82.1351
47936035;;;NE;C;;;0.8770;1.1347;82.2850
47936036;;;NE;C;;;0.8764;1.1696;81.9866
47936037;;;NE;C;;;0.8760;1.1871;81.8395
47936038;;;NE;C;;;0.8755;1.2048;81.6938
47936039;;;NE;C;;;0.8751;1.2225;81.5493
47936040;;;NE;C;;;0.8745;1.2402;81.4061
47936041;;;NE;C;;;0.8740;1.2581;81.2642
47936042;;;NE;C;;;0.8727;1.2940;80.9843
47936043;;;NE;C;;;0.8721;1.3121;80.8469
47936044;;;NE;C;;;0.6823;0.6654;90.6693
47936045;;;NE;C;;;0.6839;0.6803;90.5397
47941306;;;NE;C;;;0.8683;0.8032;85.6001
47941308;;;NE;C;;;0.8776;1.0318;83.2139
47941310;;;NE;C;;;0.8729;0.8668;84.8849
47941334;;;NE;C;;;0.6918;1.2402;86.9762
47941335;;;NE;C;;;0.6924;1.2225;87.0615
47941336;;;NE;C;;;0.6870;1.3666;86.4239
47941337;;;NE;C;;;0.6855;1.4034;86.2799
47941338;;;NE;C;;;0.6877;1.3484;86.4970
47941339;;;NE;C;;;0.8273;0.5638;88.7610
47941340;;;NE;C;;;0.8600;0.7257;86.5347
47941341;;;NE;C;;;0.8385;0.6067;88.1298
47941342;;;NE;C;;;0.8350;0.5923;88.3381
47941343;;;NE;C;;;0.8313;0.5780;88.5485
47941344;;;NE;C;;;0.8450;0.6359;87.7191
47941345;;;NE;C;;;0.6862;1.3850;86.3515
47941346;;;NE;C;;;0.6964;1.0488;87.9715
47941347;;;NE;C;;;0.8507;0.6654;87.3165
47941348;;;NE;C;;;0.8532;0.6803;87.1181
47941349;;;NE;C;;;0.6962;1.0658;87.8756
47941350;;;NE;C;;;0.6956;1.1001;87.6871
47941351;;;NE;C;;;0.8556;0.6954;86.9217
47941352;;;NE;C;;;0.6959;1.0829;87.7808
47941353;;;NE;C;;;0.6949;1.1347;87.5031
47941354;;;NE;C;;;0.6944;1.1521;87.4126
47941358;;;NE;C;;;0.6964;0.9154;88.7825
47941359;;;NE;C;;;0.6966;0.9318;88.6766
47941360;;;NE;C;;;0.6962;0.8991;88.8896
47941379;;;NE;C;;;0.6944;0.8348;89.3316
47941380;;;NE;C;;;0.6931;0.8032;89.5611
47941381;;;NE;C;;;0.6958;0.8829;88.9980
47941382;;;NE;C;;;0.6950;0.8508;89.2189
47941383;;;NE;C;;;0.6954;0.8668;89.1078
47941388;;;NE;C;;;0.6668;0.5638;91.6243
47941389;;;NE;C;;;0.6805;0.6506;90.8005
47941390;;;NE;C;;;0.6823;0.6654;90.6693
47941391;;;NE;C;;;0.6695;0.5780;91.4825
47941392;;;NE;C;;;0.6854;0.6954;90.4118
47941393;;;NE;C;;;0.6881;0.7257;90.1609
47941394;;;NE;C;;;0.6890;0.7366;90.0729
47941395;;;NE;C;;;0.6914;0.7719;89.7964
47941396;;;NE;C;;;0.6904;0.7564;89.9163
47934382;;;NE;C;;;0.0110;0.0078;99.9828
47934384;;;NE;C;;;0.1161;0.0078;99.7787
47934386;;;NE;C;;;0.0110;0.0078;99.9828
47934389;;;NE;C;;;0.0364;0.0116;99.9278
47934391;;;NE;C;;;0.2429;0.0116;99.4135
47934393;;;NE;C;;;0.6280;0.0116;98.2563
47934561;;;NE;C;;;1.3607;0.0773;90.2217
47934563;;;NE;C;;;1.3607;0.0773;90.2217
47934565;;;NE;C;;;1.3765;0.0850;89.6736
47934567;;;NE;C;;;1.3765;0.0850;89.6736
47934569;;;NE;C;;;1.3890;0.0929;89.1493
47934571;;;NE;C;;;1.3890;0.0929;89.1493
47934573;;;NE;C;;;2.8230;0.0929;62.7371
47934574;;;NE;C;;;1.3986;0.1010;88.6477
47934576;;;NE;C;;;2.7561;0.1010;62.5643
47934578;;;NE;C;;;2.7023;0.1081;62.4277
47934580;;;NE;C;;;2.7023;0.1081;62.4277
47934582;;;NE;C;;;2.6350;0.1179;62.2606
47934585;;;NE;C;;;2.6350;0.1179;62.2606
47934586;;;NE;C;;;1.4144;0.1266;87.2669
47934588;;;NE;C;;;2.5799;0.1266;62.1268
47934591;;;NE;C;;;1.4162;0.1356;86.8444
47934593;;;NE;C;;;1.4168;0.1447;86.4390
47934595;;;NE;C;;;1.4168;0.1447;86.4390
47934597;;;NE;C;;;1.4162;0.1541;86.0498
47934598;;;NE;C;;;2.4327;0.1541;61.7835
47934600;;;NE;C;;;2.4327;0.1541;61.7835
47934851;;;NE;C;;;0.9128;0.0116;97.2846
47934853;;;NE;C;;;0.0744;0.0116;99.8424
47934855;;;NE;C;;;0.3858;0.0116;99.0078
47934857;;;NE;C;;;1.1153;0.0158;96.0951
47934859;;;NE;C;;;0.1316;0.0158;99.6699
47934861;;;NE;C;;;0.5435;0.0158;98.3462
